Company Name,Company overview,Company industry,Our key skills,combined_text,preprocessed_text
Allexceed Việt Nam,"Allexceed Việt Nam
ALLEXCEED VIETNAM (thành lập 2010) là công ty phát triển phần mềm được thành lập bởi 100% vốn đầu tư của ALLEXCEED JAPAN (thành lập năm 1976). 
Hiện nay, ALLEXCEED VIETNAM đang cần tuyển một số lượng lớn kỹ sư phát triển phần mềm, cả có kinh nghiệm và chưa có kinh nghiệm cho các dự án của công ty.
Gia nhập ALLEXCEED VIETNAM, các bạn sẽ có cơ hội được training đầy đủ các kỹ năng lập trình cũng như các kỹ năng mềm cần thiết trong công việc bởi các kỹ sư có kinh nghiệm dày dặn. Từ đó có thể phát triển năng lực bản thân thông qua các công việc đa dạng như cung cấp giải pháp, phát triển phần mềm cho end-user, phát triển các sản phẩm phần mềm theo yêu cầu của khách hàng (offshore) cũng như nhiều loại hình công việc khác. 
Các ngôn ngữ sử dụng: Windows Application (Java/.NET), Web Application (Java/.NET/PHP), Smartphone Application (iOS/Android)  
Ứng tuyển hôm nay để có việc ngay bạn nhé!
 ",Software Development Outsourcing,"Our Key Skills
Java
JavaScript
.NET
PHP
iOS
Android
Windows Application (Java/.NET)
Web Application (Java/.NET/PHP)
Smartphone Application (iOS/Android)","Allexceed Việt Nam
ALLEXCEED VIETNAM (thành lập 2010) là công ty phát triển phần mềm được thành lập bởi 100% vốn đầu tư của ALLEXCEED JAPAN (thành lập năm 1976). 
Hiện nay, ALLEXCEED VIETNAM đang cần tuyển một số lượng lớn kỹ sư phát triển phần mềm, cả có kinh nghiệm và chưa có kinh nghiệm cho các dự án của công ty.
Gia nhập ALLEXCEED VIETNAM, các bạn sẽ có cơ hội được training đầy đủ các kỹ năng lập trình cũng như các kỹ năng mềm cần thiết trong công việc bởi các kỹ sư có kinh nghiệm dày dặn. Từ đó có thể phát triển năng lực bản thân thông qua các công việc đa dạng như cung cấp giải pháp, phát triển phần mềm cho end-user, phát triển các sản phẩm phần mềm theo yêu cầu của khách hàng (offshore) cũng như nhiều loại hình công việc khác. 
Các ngôn ngữ sử dụng: Windows Application (Java/.NET), Web Application (Java/.NET/PHP), Smartphone Application (iOS/Android)  
Ứng tuyển hôm nay để có việc ngay bạn nhé!
  Software Development Outsourcing Our Key Skills
Java
JavaScript
.NET
PHP
iOS
Android
Windows Application (Java/.NET)
Web Application (Java/.NET/PHP)
Smartphone Application (iOS/Android)",allexceed vit nam allexceed vietnam thnh lp l cng ty pht trin phn mm c thnh lp bi vn u t ca allexceed japan thnh lp nm hin nay allexceed vietnam ang cn tuyn mt s lng ln k s pht trin phn mm c c kinh nghim v cha c kinh nghim cho cc d n ca cng ty gia nhp allexceed vietnam cc bn s c c hi c training y cc k nng lp trnh cng nh cc k nng mm cn thit trong cng vic bi cc k s c kinh nghim dy dn t c th pht trin nng lc bn thn thng qua cc cng vic dng nh cung cp gii php pht trin phn mm cho enduser pht trin cc sn phm phn mm theo yu cu ca khch hng offshore cng nh nhiu loi hnh cng vic khc cc ngn ng s dng windows application javanet web application javanetphp smartphone application iosandroid ng tuyn hm nay c vic ngay bn nh software development outsourcing key java javascript net php ios android windows application javanet web application javanetphp smartphone application iosandroid
Alliex Vietnam,"Alliex is a leading provider in development and service of international financial solutions.
We provide card processing system development, maintenance and outsourcing, DCC (Dynamic Currency Conversion), MCP (Multi Currency Pricing) and MCA (Multi Currency Acquiring). 
As the global business partner, Alliex will go one step forward than others to be the best service provider as developing the system to be fit with customers needs through continuous challenge and creating a new value.",Financial Services,,"Alliex is a leading provider in development and service of international financial solutions.
We provide card processing system development, maintenance and outsourcing, DCC (Dynamic Currency Conversion), MCP (Multi Currency Pricing) and MCA (Multi Currency Acquiring). 
As the global business partner, Alliex will go one step forward than others to be the best service provider as developing the system to be fit with customers needs through continuous challenge and creating a new value. Financial Services ",alliex leading provider development service international financial solutions provide card processing development maintenance outsourcing dcc dynamic currency conversion mcp multi currency pricing mca multi currency acquiring global business partner alliex step forward best service provider developing fit customers needs continuous challenge creating new value financial services
Alpaca Vietnam,"IT Experts in Insurance Domain
Alpaca Vietnam was established with the vision to provide a comprehensive platform for local insurers in emerging Asian countries while using Vietnam as a technical hub. 
Our core values are Trust, Sharing, and Building to last.
As a Developer/ QC/ BA at Alpaca Vietnam, you will work enthusiastically to build our core insurance system product. 
Alpaca has two offices in Hanoi and Ho Chi Minh City. ",Software Products and Web Services,"Our main tech stack
ReactJS
Java
.NET
Tester
QA QC
DevOps
Insurance Domain
Agile Software Development
Enterprise Software Architecture
ReactJS, Angular, Java, .NET
Elasticsearch
Microservices
Docker / Kubernetes","IT Experts in Insurance Domain
Alpaca Vietnam was established with the vision to provide a comprehensive platform for local insurers in emerging Asian countries while using Vietnam as a technical hub. 
Our core values are Trust, Sharing, and Building to last.
As a Developer/ QC/ BA at Alpaca Vietnam, you will work enthusiastically to build our core insurance system product. 
Alpaca has two offices in Hanoi and Ho Chi Minh City.  Software Products and Web Services Our main tech stack
ReactJS
Java
.NET
Tester
QA QC
DevOps
Insurance Domain
Agile Software Development
Enterprise Software Architecture
ReactJS, Angular, Java, .NET
Elasticsearch
Microservices
Docker / Kubernetes",experts insurance domain alpaca vietnam established vision provide comprehensive platform local insurers emerging asian countries using vietnam technical hub core values trust sharing building developer qc ba alpaca vietnam work enthusiastically build core insurance product alpaca offices hanoi ho chi minh city software products web services main tech stack reactjs java net tester qa qc devops insurance domain agile software development enterprise software architecture reactjs angular java net elasticsearch microservices docker kubernetes
"ANDPAD VietNam Co., Ltd","No.1 Construction Tech Company in Japan
Our parent company, ANDPAD Inc., is No.1 cloud-based construction tech company in Japan and providing the construction project management service with more than 410,000 users. ANDPAD covers from communication, site schedule arrangement, quality check, order control to management improvement in the construction industry.
ANDPAD Vietnam is part of ANDPAD Inc. and was established in early January 2022 in Vietnam.
Software engineers and development team in ANDPAD Vietnam enjoy dynamic roles of SaaS product development within an international working environment, not consuming tasks but more on creative engineering works for clients and users in the construction industry.",IT Services and IT Consulting,"Golang
QA QC
Ruby
MySQL
AWS
Japanese
As our business continues to grow, we are looking for Talents who can join our team and develop the application in cooperation with the Product Manager. Working in the form of a Squad, a small team can quickly and consistently engage in everything from design to development, testing, and operation.
Also, there are a lot of opportunities to work with new languages and FWs other than the main language in an international environment.","No.1 Construction Tech Company in Japan
Our parent company, ANDPAD Inc., is No.1 cloud-based construction tech company in Japan and providing the construction project management service with more than 410,000 users. ANDPAD covers from communication, site schedule arrangement, quality check, order control to management improvement in the construction industry.
ANDPAD Vietnam is part of ANDPAD Inc. and was established in early January 2022 in Vietnam.
Software engineers and development team in ANDPAD Vietnam enjoy dynamic roles of SaaS product development within an international working environment, not consuming tasks but more on creative engineering works for clients and users in the construction industry. IT Services and IT Consulting Golang
QA QC
Ruby
MySQL
AWS
Japanese
As our business continues to grow, we are looking for Talents who can join our team and develop the application in cooperation with the Product Manager. Working in the form of a Squad, a small team can quickly and consistently engage in everything from design to development, testing, and operation.
Also, there are a lot of opportunities to work with new languages and FWs other than the main language in an international environment.",construction tech japan parent andpad cloudbased construction tech japan providing construction project management service users andpad covers communication site schedule arrangement quality check order control management improvement construction industry andpad vietnam andpad established early january vietnam software engineers development team andpad vietnam enjoy dynamic roles saas product development international working environment consuming tasks creative engineering works clients users construction industry services consulting golang qa qc ruby mysql aws japanese business continues grow looking talents join team develop application cooperation product manager working form squad small team quickly consistently engage design development testing operation lot opportunities work new languages fws main language international environment
ANK Việt Nam,"Let us together build a flourishing business
ANK VN is a company established in 2016, operating in the field of Information Technology. The Company specializes in outsourcing IT solutions enterprise that providing cyber security platform.",IT Services and IT Consulting,,"Let us together build a flourishing business
ANK VN is a company established in 2016, operating in the field of Information Technology. The Company specializes in outsourcing IT solutions enterprise that providing cyber security platform. IT Services and IT Consulting ",let build flourishing business ank vn established operating field information technology specializes outsourcing solutions enterprise providing cyber security platform services consulting
ANTADA,"ANTADA
Antada Game Company is a start up mobile gaming company in Viet Nam which is creating and delivering products to users worldwide. Millions of users are enjoying our casual games every day. It creates a huge opportunity for us to grow but also creates great challenges to overcome and serve more and more users. 
Every day at Antada Game Company, we try to apply science and art into our products to make them beautiful, exciting, fun and useful. Our mission is to create 5-star products which entertain and enrich people’s life. We believe that when technology, art, and hard working come together, the masterpieces will be born.
Antada team is a mix of talented people who are game producers, artists, data scientists, programmers, gamers, and dreamers. We offer lots of room for you to grow with the company and lots responsibility in your role",Game,"Unity
Games
Tester
QA QC
Team Leader
Product Manager","ANTADA
Antada Game Company is a start up mobile gaming company in Viet Nam which is creating and delivering products to users worldwide. Millions of users are enjoying our casual games every day. It creates a huge opportunity for us to grow but also creates great challenges to overcome and serve more and more users. 
Every day at Antada Game Company, we try to apply science and art into our products to make them beautiful, exciting, fun and useful. Our mission is to create 5-star products which entertain and enrich people’s life. We believe that when technology, art, and hard working come together, the masterpieces will be born.
Antada team is a mix of talented people who are game producers, artists, data scientists, programmers, gamers, and dreamers. We offer lots of room for you to grow with the company and lots responsibility in your role Game Unity
Games
Tester
QA QC
Team Leader
Product Manager",antada antada game start mobile gaming viet nam creating delivering products users worldwide millions users enjoying casual games day creates huge opportunity grow creates great challenges overcome serve users day antada game try apply science art products make beautiful exciting fun useful mission create star products entertain enrich peoples life believe technology art hard working come masterpieces born antada team mix talented people game producers artists data scientists programmers gamers dreamers offer lots room grow lots responsibility role game unity games tester qa qc team leader product manager
AnyAxis Labs,"We build and incubate game-changing Web3 & AI products
AnyAxis Labs is a pioneering technology company specializing in Web3 and blockchain research and development, big data & AI Solutions. As a Product Studio, our strength is fast prototyping and continuous improvement, especially in the Web3 space, where things change at a rapid pace.","AI, Blockchain and Deep Tech Services",,"We build and incubate game-changing Web3 & AI products
AnyAxis Labs is a pioneering technology company specializing in Web3 and blockchain research and development, big data & AI Solutions. As a Product Studio, our strength is fast prototyping and continuous improvement, especially in the Web3 space, where things change at a rapid pace. AI, Blockchain and Deep Tech Services ",build incubate gamechanging web ai products anyaxis labs pioneering technology specializing web blockchain research development big data ai solutions product studio strength fast prototyping continuous improvement especially web space things change rapid pace ai blockchain deep tech services
APA Tech,"APA Tech
We are a tech company led by tech people. Happy working creates better products. We want people who want to work hard & improve themselves to a higher level. We prioritize commitment and personal growth over the conventional work-life balance approach.",Software Development Outsourcing,,"APA Tech
We are a tech company led by tech people. Happy working creates better products. We want people who want to work hard & improve themselves to a higher level. We prioritize commitment and personal growth over the conventional work-life balance approach. Software Development Outsourcing ",apa tech tech led tech people happy working creates better products want people want work hard improve higher level prioritize commitment personal growth conventional worklife balance approach software development outsourcing
Aperia Solutions Vietnam Co Ltd,"Aperia Solutions Vietnam
Join Aperia Solutions, a leader in SaaS solutions for the Payments and Compliance industries. Aperia is a Texas-based fintech and managed consultancy firm that creates custom SaaS applications and other software-based solutions for the payments, banking, and processing industry. 
Founded in 1999, Aperia offers business intelligence, risk management, compliance, and customer intelligence platforms. With offices in Dallas, Washington DC, and Vietnam, Aperia is a fast-paced, global organization that strives to improve efficiency in compliance, risk, and customer service operations. 
Aperia’s clients include banks, processors, payment facilitators, merchant service providers, independent sales organizations, and government entities. 
A career at Aperia promises a great challenge, culture, and opportunities to forge your own path.",Software Products and Web Services,"Our Key Skills
ASP.NET
ReactJS
Automation Test
English
SQL
Scrum
ASP.NET, .NET Core, Java
ReactJS, Typescript, Javascript, HTML
Automation Quality Control
Database: SQL
Methodologies: Agile, Scrum","Aperia Solutions Vietnam
Join Aperia Solutions, a leader in SaaS solutions for the Payments and Compliance industries. Aperia is a Texas-based fintech and managed consultancy firm that creates custom SaaS applications and other software-based solutions for the payments, banking, and processing industry. 
Founded in 1999, Aperia offers business intelligence, risk management, compliance, and customer intelligence platforms. With offices in Dallas, Washington DC, and Vietnam, Aperia is a fast-paced, global organization that strives to improve efficiency in compliance, risk, and customer service operations. 
Aperia’s clients include banks, processors, payment facilitators, merchant service providers, independent sales organizations, and government entities. 
A career at Aperia promises a great challenge, culture, and opportunities to forge your own path. Software Products and Web Services Our Key Skills
ASP.NET
ReactJS
Automation Test
English
SQL
Scrum
ASP.NET, .NET Core, Java
ReactJS, Typescript, Javascript, HTML
Automation Quality Control
Database: SQL
Methodologies: Agile, Scrum",aperia solutions vietnam join aperia solutions leader saas solutions payments compliance industries aperia texasbased fintech managed consultancy firm creates custom saas applications softwarebased solutions payments banking processing industry founded aperia offers business intelligence risk management compliance customer intelligence platforms offices dallas washington dc vietnam aperia fastpaced global organization strives improve efficiency compliance risk customer service operations aperias clients include banks processors payment facilitators merchant service providers independent sales organizations government entities career aperia promises great challenge culture opportunities forge path software products web services key aspnet reactjs automation test english sql scrum aspnet net core java reactjs typescript javascript html automation quality control database sql methodologies agile scrum
Arbin Instruments,"ARBIN INSTRUMENTS
Arbin founded in 1991 is a global leader in manufacturing test equipment for batteries and other energy storage applications. We invest nearly half our profits back into R&D to stay ahead of industry trends (and our competitors). Arbin has several offices around the world such as: China, Germany, Hong Kong, India, Korea, Taiwan and Vietnam along with our headquarters in College Station, Texas, U.S.A. to provide customer support. 
At Arbin Instruments, we work hard to provide the best service and testing equipment as a tool for both researchers and the battery industry. We takes pride in offering high-precision, dependable and efficient battery test equipment; offering charge/discharge battery testing systems ranging from μA single cell applications up to 1MW packs, moreover, we offer you the chance to find your perfect product.
Arbin promotes a family/team-oriented culture with regular company-wide events and a friendly atmosphere. Arbin is a thriving company in the thriving energy storage industry. We are always looking for highly qualified individuals, please submit your resume if you are interested in contributing to our team.",Manufacturing and Engineering,"C#
C++
Python
System Engineer
Embedded
SQL","ARBIN INSTRUMENTS
Arbin founded in 1991 is a global leader in manufacturing test equipment for batteries and other energy storage applications. We invest nearly half our profits back into R&D to stay ahead of industry trends (and our competitors). Arbin has several offices around the world such as: China, Germany, Hong Kong, India, Korea, Taiwan and Vietnam along with our headquarters in College Station, Texas, U.S.A. to provide customer support. 
At Arbin Instruments, we work hard to provide the best service and testing equipment as a tool for both researchers and the battery industry. We takes pride in offering high-precision, dependable and efficient battery test equipment; offering charge/discharge battery testing systems ranging from μA single cell applications up to 1MW packs, moreover, we offer you the chance to find your perfect product.
Arbin promotes a family/team-oriented culture with regular company-wide events and a friendly atmosphere. Arbin is a thriving company in the thriving energy storage industry. We are always looking for highly qualified individuals, please submit your resume if you are interested in contributing to our team. Manufacturing and Engineering C#
C++
Python
System Engineer
Embedded
SQL",arbin instruments arbin founded global leader manufacturing test equipment batteries energy storage applications invest nearly half profits rd stay ahead industry trends competitors arbin offices world china germany hong kong india korea taiwan vietnam headquarters college station texas usa provide customer support arbin instruments work hard provide best service testing equipment tool researchers battery industry takes pride offering highprecision dependable efficient battery test equipment offering chargedischarge battery testing systems ranging single cell applications mw packs offer chance perfect product arbin promotes familyteamoriented culture regular companywide events friendly atmosphere arbin thriving thriving energy storage industry looking highly qualified individuals submit resume interested contributing team manufacturing engineering c c python engineer embedded sql
